,BindingDB Ligand Name,Target Name,Target Source Organism,smiles,Tanimoto_Similarity
395,"3-aminopropyl-[4-(3-aminopropylamino)butyl]amine;hydrochloride::CHEMBL23194::MLS002472980::N,N''-bis(3-aminopropyl)butane-1,4-diamine;hydrochloride::N,N''-bis(3-azanylpropyl)butane-1,4-diamine;hydrochloride::N,N'-bis(3-aminopropyl)butane-1,4-diamine::SMR001397086::Spermine::cid_5351186::spermidine 3HCl",ubiquitin-conjugating enzyme E2 N,Homo sapiens,NCCCNCCCCNCCCN.Cl.Cl.Cl.Cl,0.88
396,"3-aminopropyl-[4-(3-aminopropylamino)butyl]amine;hydrochloride::CHEMBL23194::MLS002472980::N,N''-bis(3-aminopropyl)butane-1,4-diamine;hydrochloride::N,N''-bis(3-azanylpropyl)butane-1,4-diamine;hydrochloride::N,N'-bis(3-aminopropyl)butane-1,4-diamine::SMR001397086::Spermine::cid_5351186::spermidine 3HCl",ubiquitin-conjugating enzyme E2 N,Homo sapiens,NCCCNCCCCNCCCN.Cl.Cl.Cl.Cl,0.88
397,"3-aminopropyl-[4-(3-aminopropylamino)butyl]amine;hydrochloride::CHEMBL23194::MLS002472980::N,N''-bis(3-aminopropyl)butane-1,4-diamine;hydrochloride::N,N''-bis(3-azanylpropyl)butane-1,4-diamine;hydrochloride::N,N'-bis(3-aminopropyl)butane-1,4-diamine::SMR001397086::Spermine::cid_5351186::spermidine 3HCl",Carbonic anhydrase 1,Homo sapiens,NCCCNCCCCNCCCN.Cl.Cl.Cl.Cl,0.88
398,CHEMBL8056::Phosphocreatine analogue,Creatine kinase M,Homo sapiens,OC(=O)CN(C(=NP(=O)([O-])[O-])N)C.[Na+].[Na+],0.7547169811320755
399,MELIBIOSE,Muscle glycogen phosphorylase,Homo sapiens,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O,1.0
400,"LACTOSE::Lactose, anhydrous",Galectin-3,Homo sapiens,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O,1.0
401,CHEMBL3322298,Muscle glycogen phosphorylase,Homo sapiens,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O)O,1.0
402,CHEBI:15729::ORNITHINE::Ornithine,Ornithine decarboxylase,Homo sapiens,NCCCC[C@@H](C(=O)O)N.Cl,0.8620689655172413
403,"Betaxin::CA inhibitor, 3::THIAMINE (VIT B1)::ThOH::Thiamine::Vitamin B 1",Carbonic anhydrase 1,Homo sapiens,OCCc1sc[n+](c1C)Cc1cnc(nc1N)C.[Cl-].Cl,0.9464285714285714
404,"Betaxin::CA inhibitor, 3::THIAMINE (VIT B1)::ThOH::Thiamine::Vitamin B 1",Carbonic anhydrase 2,Homo sapiens,OCCc1sc[n+](c1C)Cc1cnc(nc1N)C.[Cl-].Cl,0.9464285714285714
405,3-(2-amino-6-methyl-pyridin-3-ylmethyl)-5-(2-hydroxy-ethyl)-4-methyl-thiazol-3-ium; chloride::3-(6-methyl-2-amino-pyridin-3-ylmethyl)-5-(2-hydroxy-ethyl)-4-methyl-thiazol-3-ium chloride::CHEMBL252086,Transketolase,Homo sapiens,OCCc1sc[n+](c1C)Cc1cnc(nc1N)C.[Cl-].Cl,0.9464285714285714
406,FENOBAM,Metabotropic glutamate receptor 5,Homo sapiens,O=C1N=C(N(C1)C)N,0.75
407,FENOBAM,Metabotropic glutamate receptor 5,Homo sapiens,O=C1N=C(N(C1)C)N,0.75
408,FENOBAM,Metabotropic glutamate receptor 5,Homo sapiens,O=C1N=C(N(C1)C)N,0.75
409,"Betaxin::CA inhibitor, 3::THIAMINE (VIT B1)::ThOH::Thiamine::Vitamin B 1",Carbonic anhydrase 1,Homo sapiens,[O-][N+](=O)[O-].OCCc1sc[n+](c1C)Cc1cnc(nc1N)C,0.7794117647058824
410,"Betaxin::CA inhibitor, 3::THIAMINE (VIT B1)::ThOH::Thiamine::Vitamin B 1",Carbonic anhydrase 2,Homo sapiens,[O-][N+](=O)[O-].OCCc1sc[n+](c1C)Cc1cnc(nc1N)C,0.7794117647058824
411,3-(2-amino-6-methyl-pyridin-3-ylmethyl)-5-(2-hydroxy-ethyl)-4-methyl-thiazol-3-ium; chloride::3-(6-methyl-2-amino-pyridin-3-ylmethyl)-5-(2-hydroxy-ethyl)-4-methyl-thiazol-3-ium chloride::CHEMBL252086,Transketolase,Homo sapiens,[O-][N+](=O)[O-].OCCc1sc[n+](c1C)Cc1cnc(nc1N)C,0.7794117647058824
412,"Betaxin::CA inhibitor, 3::THIAMINE (VIT B1)::ThOH::Thiamine::Vitamin B 1",Carbonic anhydrase 1,Homo sapiens,OCCc1sc[n+](c1C)Cc1cnc(nc1N)C.[Cl-],0.9464285714285714
413,"Betaxin::CA inhibitor, 3::THIAMINE (VIT B1)::ThOH::Thiamine::Vitamin B 1",Carbonic anhydrase 2,Homo sapiens,OCCc1sc[n+](c1C)Cc1cnc(nc1N)C.[Cl-],0.9464285714285714
414,3-(2-amino-6-methyl-pyridin-3-ylmethyl)-5-(2-hydroxy-ethyl)-4-methyl-thiazol-3-ium; chloride::3-(6-methyl-2-amino-pyridin-3-ylmethyl)-5-(2-hydroxy-ethyl)-4-methyl-thiazol-3-ium chloride::CHEMBL252086,Transketolase,Homo sapiens,OCCc1sc[n+](c1C)Cc1cnc(nc1N)C.[Cl-],0.9464285714285714
415,"3-aminopropyl-[4-(3-aminopropylamino)butyl]amine;hydrochloride::CHEMBL23194::MLS002472980::N,N''-bis(3-aminopropyl)butane-1,4-diamine;hydrochloride::N,N''-bis(3-azanylpropyl)butane-1,4-diamine;hydrochloride::N,N'-bis(3-aminopropyl)butane-1,4-diamine::SMR001397086::Spermine::cid_5351186::spermidine 3HCl",ubiquitin-conjugating enzyme E2 N,Homo sapiens,NCCCNCCCCN,1.0
416,"3-aminopropyl-[4-(3-aminopropylamino)butyl]amine;hydrochloride::CHEMBL23194::MLS002472980::N,N''-bis(3-aminopropyl)butane-1,4-diamine;hydrochloride::N,N''-bis(3-azanylpropyl)butane-1,4-diamine;hydrochloride::N,N'-bis(3-aminopropyl)butane-1,4-diamine::SMR001397086::Spermine::cid_5351186::spermidine 3HCl",ubiquitin-conjugating enzyme E2 N,Homo sapiens,NCCCNCCCCN,1.0
417,"3-aminopropyl-[4-(3-aminopropylamino)butyl]amine;hydrochloride::CHEMBL23194::MLS002472980::N,N''-bis(3-aminopropyl)butane-1,4-diamine;hydrochloride::N,N''-bis(3-azanylpropyl)butane-1,4-diamine;hydrochloride::N,N'-bis(3-aminopropyl)butane-1,4-diamine::SMR001397086::Spermine::cid_5351186::spermidine 3HCl",Carbonic anhydrase 1,Homo sapiens,NCCCNCCCCN,1.0
418,"CHEMBL1162490::Latifolicinin C Acid::p-Hydroxyphenyl lactic acid, L-",Solute carrier family 22 member 6,Mus musculus,Oc1ccc(cc1)CC(=O)C(=O)O,0.8695652173913043
419,"CHEMBL1162490::Latifolicinin C Acid::p-Hydroxyphenyl lactic acid, L-",Solute carrier family 22 member 20,Mus musculus,Oc1ccc(cc1)CC(=O)C(=O)O,0.8695652173913043
420,"4-Hydroxybenzoate, III::4-hydroxybenzoic acid::CHEMBL441343::p-Hydroxybenzoic acid::phenol derivative, 8",Carbonic anhydrase 1,Homo sapiens,Oc1cccc(c1)C(=O)O,1.0
421,"4-Hydroxybenzoate, III::4-hydroxybenzoic acid::CHEMBL441343::p-Hydroxybenzoic acid::phenol derivative, 8",Carbonic anhydrase 2,Homo sapiens,Oc1cccc(c1)C(=O)O,1.0
422,"4-Hydroxybenzoate, III::4-hydroxybenzoic acid::CHEMBL441343::p-Hydroxybenzoic acid::phenol derivative, 8",Carbonic Anhydrase III,Homo sapiens,Oc1cccc(c1)C(=O)O,1.0
423,"1H-indole::CHEMBL15844::Indol::Indole, 7::indole",Adenosine kinase,Homo sapiens,c1ccc2c(c1)[nH]cc2,1.0
424,"1H-indole::CHEMBL15844::Indol::Indole, 7::indole",Integrin beta-2/Leukocyte adhesion glycoprotein LFA-1 alpha,Homo sapiens,c1ccc2c(c1)[nH]cc2,1.0
425,"1H-indole::CHEMBL15844::Indol::Indole, 7::indole",Carbonic anhydrase 4,Homo sapiens,c1ccc2c(c1)[nH]cc2,1.0
426,CHEBI:63153::CHEMBL509437,CD209 antigen,Homo sapiens,OC[C@H]1OC(O)[C@H]([C@H]([C@@H]1O)O)NC(=O)C,1.0
427,(3-hydroxyphenyl)acetic acid::(m-hydroxyphenyl)acetic acid::3-hydroxybenzeneacetic acid::3-hydroxyphenylacetic acid::CHEMBL190035::m-hydroxyphenylacetic acid,"Gamma hydroxybutyric, GHB",Rattus,OC(=O)Cc1cccc(c1)O,1.0
428,CHEMBL3085289,Plasminogen,Homo sapiens,OS(=O)(=O)O.O=C1N=C(N(C1)C)N.NCCc1c[nH]c2c1cc(O)cc2.O,0.8314606741573034
429,CHEMBL3085289,Trypsin-1,Homo sapiens,OS(=O)(=O)O.O=C1N=C(N(C1)C)N.NCCc1c[nH]c2c1cc(O)cc2.O,0.8314606741573034
430,CHEMBL414345::Cholecystokinin-9,Cholecystokinin receptor,Homo sapiens,OS(=O)(=O)O.O=C1N=C(N(C1)C)N.NCCc1c[nH]c2c1cc(O)cc2.O,0.8314606741573034
431,DEAMINOHYDROXYVALINE,Solute carrier family 22 member 20,Mus musculus,C[C@H]([C@H](O)C)O,0.7142857142857143
432,CHEMBL1162480,Solute carrier family 22 member 20,Mus musculus,C[C@H]([C@H](O)C)O,0.7142857142857143
433,DEAMINOHYDROXYVALINE,Solute carrier family 22 member 6,Mus musculus,C[C@H]([C@H](O)C)O,0.7142857142857143
434,CHEMBL2075013,"Oligopeptide transporter, kidney isoform",Rattus norvegicus,CSCC[C@@H](C(=O)O)NC=O,0.8611111111111112
435,CHEBI:74394::CHEMBL1222161::Met-Ala,Solute carrier family 15 member 1,Rattus norvegicus,CSCC[C@@H](C(=O)O)NC=O,0.8611111111111112
436,CHEBI:74394::CHEMBL1222161::Met-Ala,"Oligopeptide transporter, kidney isoform",Rattus norvegicus,CSCC[C@@H](C(=O)O)NC=O,0.8611111111111112
437,"3-indolepropionic acid::Acid, 7",Kynurenine Aminotransferase 1/Glutamine Transaminase K,Homo sapiens,[O-]C(=O)Cc1c[nH]c2c1cccc2.[Na+],0.71875
438,CHEMBL168924,"Glutamate receptor ionotropic, NMDA 1",Rattus,[O-]C(=O)Cc1c[nH]c2c1cccc2.[Na+],0.71875
439,CHEMBL3586207,Acetylcholinesterase,Homo sapiens,CCCCC(C(=O)O)O,0.8695652173913043
440,CHEMBL3586207,Cholinesterases,Homo sapiens,CCCCC(C(=O)O)O,0.8695652173913043
441,CHEMBL3586207,Beta-secretase 1,Homo sapiens,CCCCC(C(=O)O)O,0.8695652173913043
442,NICOTINYL METHYLAMIDE,Solute carrier family 22 member 2,Homo sapiens,CNC(=O)c1cccnc1,1.0
443,NICOTINYL METHYLAMIDE,Solute carrier family 22 member 1,Homo sapiens,CNC(=O)c1cccnc1,1.0
444,NICOTINYL METHYLAMIDE,Adrenaline alpha1,Rattus,CNC(=O)c1cccnc1,1.0
445,(3S)-3-HYDROXYBUTANOIC ACID::(S)-3-hydroxybutanoate::3-hydroxy-butyrate::CHEMBL1162497,Solute carrier family 22 member 6,Mus musculus,C[C@H](CC(=O)O)O,1.0
446,(3S)-3-HYDROXYBUTANOIC ACID::(S)-3-hydroxybutanoate::3-hydroxy-butyrate::CHEMBL1162497,Solute carrier family 22 member 6,Mus musculus,C[C@H](CC(=O)O)O,1.0
447,CHEMBL1162484,Solute carrier family 22 member 20,Mus musculus,C[C@H](CC(=O)O)O,1.0
448,CHEBI:17859::GLUTARATE::Glutarate,Solute carrier family 22 member 6,Homo sapiens,OC(=O)CCCC(=O)O,1.0
449,2-Oxopropanoate::2-oxopropanoic acid::Pyruvate,Prostaglandin Transporter,Homo sapiens,OC(=O)C(=O)C,1.0
450,2-Oxopropanoate::2-oxopropanoic acid::Pyruvate,Alpha-ketoglutarate-dependent dioxygenase FTO,Homo sapiens,OC(=O)C(=O)C,1.0
451,2-Oxopropanoate::2-oxopropanoic acid::Pyruvate,Monocarboxylate transporter 2,Rattus norvegicus,OC(=O)C(=O)C,1.0
452,CHEMBL41028,Carbonic anhydrase 12,Homo sapiens,O[C@@H]([C@@H](C(=O)O)O)C(=O)O,1.0
453,CHEMBL41028,Carbonic anhydrase 1,Homo sapiens,O[C@@H]([C@@H](C(=O)O)O)C(=O)O,1.0
454,CHEMBL41028,Carbonic anhydrase 2,Homo sapiens,O[C@@H]([C@@H](C(=O)O)O)C(=O)O,1.0
455,DEOXYCHOLIC ACID::KYBELLA,Bile acid receptor,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)[O-])C)C)C.[Na+],0.925
456,CHEMBL2062552,Bile acid receptor,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)[O-])C)C)C.[Na+],0.925
457,CHEMBL2062551,Bile acid receptor,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)[O-])C)C)C.[Na+],0.925
458,Fragment 4::Oxalic Acid,Proto-oncogene tyrosine-protein kinase Src (aa 145-252),Homo sapiens,OC(=O)C(=O)O,1.0
459,"(4-carboxymethyl-2,5-dihydroxy-phenyl)-acetic acid::CHEMBL229300",Protein-tyrosine phosphatase 1B,Homo sapiens,OC(=O)Cc1cc(O)ccc1O,0.9583333333333334
460,MELIBIOSE,Muscle glycogen phosphorylase,Homo sapiens,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O,1.0
461,"LACTOSE::Lactose, anhydrous",Galectin-3,Homo sapiens,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O,1.0
462,CHEMBL3322298,Muscle glycogen phosphorylase,Homo sapiens,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O,1.0
463,"1,12-diaminododecane::CHEMBL69590::dodecane-1,12-diamine",Dynamin-1,Homo sapiens,NCCCCCN.Cl.Cl,0.8636363636363636
464,CHEMBL303004,Carbonic anhydrase 1,Homo sapiens,NCCCCCN.Cl.Cl,0.8636363636363636
465,CHEMBL303004,Carbonic anhydrase 2,Homo sapiens,NCCCCCN.Cl.Cl,0.8636363636363636
466,CHEMBL2074587,Multidrug resistance-associated protein 4,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)C[C@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)NCC(=O)[O-])C)C)O)C.[Na+],0.9433962264150944
467,"3-(3,4-dihydroxyphenyl)propanoic acid::3-(3,4-dihydroxyphenyl)propionic acid::3-[3,4-bis(oxidanyl)phenyl]propanoic acid::cid_348154",mothers against decapentaplegic homolog 3,Homo sapiens,OC(=O)CCc1ccc(c(c1)O)O,1.0
468,"CHEMBL1162490::Latifolicinin C Acid::p-Hydroxyphenyl lactic acid, L-",Solute carrier family 22 member 6,Mus musculus,O[C@@H](C(=O)O)Cc1ccccc1,0.8181818181818182
469,"CHEMBL1162490::Latifolicinin C Acid::p-Hydroxyphenyl lactic acid, L-",Solute carrier family 22 member 20,Mus musculus,O[C@@H](C(=O)O)Cc1ccccc1,0.8181818181818182
470,CHEMBL67450,Thiopurine S-methyltransferase,Homo sapiens,CC(c1ccccc1)C(=O)O,1.0
471,CHEMBL299446::Furan-2-yl-oxo-acetic acid,Protein-tyrosine phosphatase 1B,Homo sapiens,OC(=O)c1ccc(o1)C(=O)O,0.8947368421052632
472,CHEMBL3596577,Transient receptor potential cation channel subfamily A member 1,Rattus norvegicus,CSSSC,0.46153846153846156
473,(4-Isobutyl-phenyl)-acetic acid::2-(4-isobutylphenyl)acetic acid::CHEMBL341812::Ibufenac,Interleukin-8,Homo sapiens,CC(CC(=O)O)C,0.8125
474,(4-Isobutyl-phenyl)-acetic acid::2-(4-isobutylphenyl)acetic acid::CHEMBL341812::Ibufenac,Amiloride-sensitive cation channel 3,Rattus norvegicus,CC(CC(=O)O)C,0.8125
475,CHEBI:45969::TRICARBALLYLIC ACID,Serine racemase,Homo sapiens,OC(=O)C(CC(=O)O)CC(=O)O,1.0
476,CHEMBL50725,D-amino-acid oxidase,Homo sapiens,OC(=O)c1ccc(=O)[nH]c1,0.8064516129032258
477,CHEMBL50725,D-Aspartate Oxidase (DDO),Homo sapiens,OC(=O)c1ccc(=O)[nH]c1,0.8064516129032258
478,4-hydroxy-butyric acid::4-hydroxybutanoic acid::4-hydroxybutyric acid::CHEMBL1342::GHB::Gamma Hydroxybutyric Acid::Xyrem::gamma-hydroxybutyric acid,Proton-coupled amino acid transporter 1,Homo sapiens,OCC(=O)O,0.7
479,4-hydroxy-butyric acid::4-hydroxybutanoic acid::4-hydroxybutyric acid::CHEMBL1342::GHB::Gamma Hydroxybutyric Acid::Xyrem::gamma-hydroxybutyric acid,"Gamma hydroxybutyric, GHB",Rattus,OCC(=O)O,0.7
480,4-hydroxy-butyric acid::4-hydroxybutanoic acid::4-hydroxybutyric acid::CHEMBL1342::GHB::Gamma Hydroxybutyric Acid::Xyrem::gamma-hydroxybutyric acid,"Gamma hydroxybutyric, GHB",Rattus,OCC(=O)O,0.7
481,CHEMBL3785667,Free fatty acid receptor 4,Homo sapiens,OC(=O)CCc1ccccc1,0.9375
482,CHEBI:41500::PHENYLBUTANOIC ACID::Phenylbutanoic acid::Phenylbutyrate,Histone deacetylase,Homo sapiens,OC(=O)CCc1ccccc1,0.9375
483,D-LACTIC ACID,Prostaglandin Transporter,Homo sapiens,OC(=O)[C@@H](O)C,1.0
484,D-LACTIC ACID,Alpha-ketoglutarate-dependent dioxygenase FTO,Homo sapiens,OC(=O)[C@@H](O)C,1.0
485,2-oxoglutaric acid::2-oxopentanedioic acid::CHEMBL1686::alpha-ketoglutaric acid,Egl nine homolog 1,Homo sapiens,OC(=O)CCC(=O)C(=O)O,1.0
486,2-oxoglutaric acid::2-oxopentanedioic acid::CHEMBL1686::alpha-ketoglutaric acid,Egl nine homolog 1,Homo sapiens,OC(=O)CCC(=O)C(=O)O,1.0
487,2-oxoglutaric acid::2-oxopentanedioic acid::CHEMBL1686::alpha-ketoglutaric acid,Egl nine homolog 1,Homo sapiens,OC(=O)CCC(=O)C(=O)O,1.0
488,CHEMBL41028,Carbonic anhydrase 12,Homo sapiens,OC(C(C(=O)O)O)C(=O)O,1.0
489,CHEMBL41028,Carbonic anhydrase 1,Homo sapiens,OC(C(C(=O)O)O)C(=O)O,1.0
490,CHEMBL41028,Carbonic anhydrase 2,Homo sapiens,OC(C(C(=O)O)O)C(=O)O,1.0
491,"Integrase inhibitor, R3{3}::METHYLAMINE",Choline transporter,Mus musculus,CN.Cl,0.6
492,3-Allylsulfanyl-propene::CHEMBL170458::Diallyl sulfide,5-lipoxygenase/FLAP,Homo sapiens,CSCC=C,0.6
493,DIMETHYLAMINE,Choline transporter,Mus musculus,CNC.Cl,0.6666666666666666
494,"2,6-Diamino-hexanoic acid dodecylamide::CHEMBL197748","Guanine nucleotide-binding protein G(k), alpha-3 subunit",Homo sapiens,NCCCCCNC(=O)C,0.8484848484848485
495,"2,6-Diamino-hexanoic acid dodecylamide::CHEMBL197748","Guanine nucleotide-binding protein G(o), alpha subunit 1",Homo sapiens,NCCCCCNC(=O)C,0.8484848484848485
496,"2,6-Diamino-hexanoic acid dodecylamide::CHEMBL197748","Guanine nucleotide-binding protein G(i), alpha-1 subunit",Homo sapiens,NCCCCCNC(=O)C,0.8484848484848485
497,CHEMBL2338331::L-Isocitrate,Alpha-ketoglutarate-dependent dioxygenase FTO,Homo sapiens,OC[C@@H]([C@H]([C@@H]([C@@H](C=O)O)O)O)O,0.782608695652174
498,2-(2-hydroxyphenyl)acetic acid::2-Hydroxyphenylacetic acid::Benzeneacetic acid::CHEMBL240714,Aldose Reductase (ALR2) Mutant (C298A/W219Y),Homo sapiens,OC(=O)Cc1ccccc1O,1.0
499,2-(2-hydroxyphenyl)acetic acid::2-Hydroxyphenylacetic acid::Benzeneacetic acid::CHEMBL240714,Aldose Reductase (ALR2) Mutant (C298A),Homo sapiens,OC(=O)Cc1ccccc1O,1.0
500,CHEMBL146554,Monocarboxylate transporter 2,Rattus norvegicus,CC(C(=O)C(=O)O)C,1.0
501,CAS_115245::Lithocholylglycine::NSC_115245,Muscarinic acetylcholine receptor M3,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)C[C@@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)NCC(=O)O)C)C)O)C,1.0
502,CAS_115245::Lithocholylglycine::NSC_115245,Muscarinic acetylcholine receptor M5,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)C[C@@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)NCC(=O)O)C)C)O)C,1.0
503,CHEMBL1552,Bile acid receptor,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)C[C@@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)NCC(=O)O)C)C)O)C,1.0
504,"2-Hydroxy-5-phenyl-penta-2,4-dienoic acid::CHEMBL91982",Cyclooxygenase,Rattus,O=C(C(=O)O)Cc1ccccc1,0.9411764705882353
505,"2-Hydroxy-5-phenyl-penta-2,4-dienoic acid::CHEMBL91982",Arachidonate 5-lipoxygenase,Rattus norvegicus,O=C(C(=O)O)Cc1ccccc1,0.9411764705882353
506,"2-Hydroxy-5-phenyl-penta-2,4-dienoic acid::CHEMBL91982",Arachidonate 5-lipoxygenase,Rattus norvegicus,O=C(C(=O)O)Cc1ccccc1,0.9411764705882353
507,CHEMBL1236897,Dipeptidyl peptidase 4,Homo sapiens,OC[C@H](C([C@@H](CO)O)O)O,0.7037037037037037
508,CHEMBL445966,"Tryptophan 2,3-dioxygenase",Mus musculus,OC(=O)/C=C/c1c[nH]c2c1cccc2,1.0
509,12-phenyldodecanoic acid::12-phenyllauric acid::MLS001048967::SMR000386988::cid_151922,SUMO/sentrin specific peptidase family member 8,Homo sapiens,OC(=O)CCCCc1ccccc1,0.9444444444444444
510,12-phenyldodecanoic acid::12-phenyllauric acid::MLS001048967::SMR000386988::cid_151922,SUMO/sentrin specific peptidase family member 8,Homo sapiens,OC(=O)CCCCc1ccccc1,0.9444444444444444
511,"(2E)-but-2-enedioic acid::FUMARIC ACID::Fumarate::fumarate, 10",Histone Lysine Demethylase,Homo sapiens,OC(=O)/C=C\C=C/C(=O)O,1.0
512,"(2E)-but-2-enedioic acid::FUMARIC ACID::Fumarate::fumarate, 10",Egl nine homolog 1,Homo sapiens,OC(=O)/C=C\C=C/C(=O)O,1.0
513,"(2E)-but-2-enedioic acid::FUMARIC ACID::Fumarate::fumarate, 10",Egl nine homolog 1,Homo sapiens,OC(=O)/C=C\C=C/C(=O)O,1.0
514,CHEMBL2074587,Multidrug resistance-associated protein 4,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)NCC(=O)[O-])C)C)C.[Na+],0.9433962264150944
515,5-(hydroxymethyl)-2-furaldehyde::AES-103::Aes-103::CHEBI:412516::NSC-40738,Aldose reductase,Rattus norvegicus,OCc1ccc(o1)C(=O)O,0.8636363636363636
516,CHEBI:61114::CHEMBL3278332,Dihydrofolate reductase,Homo sapiens,O=C(Cc1ccccc1)N[C@H](C(=O)O)CCC(=O)N,0.9142857142857143
517,(3-hydroxyphenyl)acetic acid::(m-hydroxyphenyl)acetic acid::3-hydroxybenzeneacetic acid::3-hydroxyphenylacetic acid::CHEMBL190035::m-hydroxyphenylacetic acid,"Gamma hydroxybutyric, GHB",Rattus,OC(=O)CCc1cccc(c1)O,0.8636363636363636
518,CHEMBL461::N-benzoylglycine,Solute carrier family 22 member 6,Homo sapiens,O=C(Cc1ccccc1)NCC(=O)O,0.9310344827586207
519,CHEMBL461::N-benzoylglycine,Solute carrier family 22 member 6,Homo sapiens,O=C(Cc1ccccc1)NCC(=O)O,0.9310344827586207
520,CHEMBL461::N-benzoylglycine,Solute carrier family 22 member 8,Homo sapiens,O=C(Cc1ccccc1)NCC(=O)O,0.9310344827586207
521,3-HYDROXYPENTANEDIOIC ACID::3-Hydroxyglutarate::CHEMBL556937,Solute carrier family 22 member 6,Homo sapiens,O=C(CC(=O)O)CC(=O)O,0.9411764705882353
522,CHEMBL445647,Monocarboxylate transporter 2,Rattus norvegicus,O[C@H](C(=O)O)CC(C)C,0.8
523,CHEMBL1812654,"Tryptophan 2,3-dioxygenase",Mus musculus,N#CCc1c[nH]c2c1cccc2,1.0
524,5-dimethylamino-2-pentanone-N-oxide::CHEMBL25004,Choline Acetyltransferase,Rattus,[O-][N+](C)(C)C.O.O,0.5789473684210527
525,DEAMINOHYDROXYVALINE,Solute carrier family 22 member 20,Mus musculus,CC(C(O)C)O,0.7142857142857143
526,CHEMBL1162480,Solute carrier family 22 member 20,Mus musculus,CC(C(O)C)O,0.7142857142857143
527,DEAMINOHYDROXYVALINE,Solute carrier family 22 member 6,Mus musculus,CC(C(O)C)O,0.7142857142857143
528,CAS_115245::Lithocholylglycine::NSC_115245,Muscarinic acetylcholine receptor M3,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)C[C@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)NCC(=O)O)C)C)O)C,1.0
529,CAS_115245::Lithocholylglycine::NSC_115245,Muscarinic acetylcholine receptor M5,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)C[C@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)NCC(=O)O)C)C)O)C,1.0
530,CHEMBL1552,Bile acid receptor,Homo sapiens,O[C@@H]1CC[C@]2([C@@H](C1)C[C@H]([C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)NCC(=O)O)C)C)O)C,1.0
531,"DL-[7-3H]norepinephrine::NOREPINEPHRINE::Noradrenaline,(+)::[3H]NE",Beta-2 adrenergic receptor,Homo sapiens,NCC(c1ccc(c(c1)O)O)O.Cl,0.9032258064516129
532,"DL-[7-3H]norepinephrine::NOREPINEPHRINE::Noradrenaline,(+)::[3H]NE",Beta-2 adrenergic receptor,Homo sapiens,NCC(c1ccc(c(c1)O)O)O.Cl,0.9032258064516129
533,"DL-[7-3H]norepinephrine::NOREPINEPHRINE::Noradrenaline,(+)::[3H]NE",Alpha-1A adrenergic receptor,Homo sapiens,NCC(c1ccc(c(c1)O)O)O.Cl,0.9032258064516129
534,CHEMBL88700,Thiopurine S-methyltransferase,Homo sapiens,COc1cc(ccc1O)CC(=O)O,0.88
